1.02042,0.131985,-0.0108792,1.0607,0.0666893,0.0627905,0.948204,0.278398,0.136943,0.684886,0.301793,0.149577
2.11634,0.220863,-0.11755,2.11512,0.199805,0.125581,1.84679,0.533748,0.226836,1.7578,0.423643,0.0427019
3.28841,0.330165,-0.112471,3.15911,0.398823,0.188372,2.646,0.758237,0.270658,2.70493,0.510898,0.000278559
4.5291,0.120163,-0.0382294,4.18855,0.662958,0.251162,3.59112,0.754327,0.173986,3.95394,0.358178,-0.0186739
5.37905,0.263258,0.0570407,5.19939,0.991169,0.313953,4.53913,1.02927,0.255037,4.70857,0.711923,0.152896
6.43363,0.47441,0.363451,6.18765,1.38216,0.376743,5.55847,1.12827,0.206534,5.32389,1.11129,0.369071
7.44039,0.961947,0.738248,7.14942,1.8344,0.439534,6.98154,1.1084,0.0888357,6.66951,1.30017,0.493494
8.11481,1.63446,0.834483,8.08092,2.34609,0.502324,8.54949,1.19312,0.099223,8.01072,1.5791,0.615315
8.80166,2.51227,0.805442,8.97848,2.91523,0.565115,9.79134,2.21674,0.575162,8.92542,2.63897,0.795841
9.37007,3.49671,0.957371,9.83855,3.53957,0.627905,10.6255,2.62999,0.556412,9.47731,3.17232,0.885246
9.96213,4.1889,1.032,10.6578,4.21665,0.690696,11.4116,3.40813,0.704939,9.97776,4.08996,1.02413
10.4363,5.26138,1.07333,11.4329,4.94379,0.753486,12.1166,4.08854,0.768987,10.8459,5.09149,1.15939
10.7657,6.18552,1.06922,12.1608,5.71814,0.816277,12.6302,5.26094,1.02798,11.2981,5.98243,1.0264
11.3204,7.26766,1.13189,12.8387,6.53664,0.879067,12.8767,6.20097,1.20246,11.6497,6.74375,1.12846
11.8542,8.47742,1.38835,13.4639,7.39607,0.941858,13.0873,7.73785,1.37689,12.2428,8.46997,1.59886
12.0311,9.64565,1.25517,14.034,8.29304,1.00465,12.9675,9.26518,1.58386,12.2047,9.82387,1.46201
12.3812,10.6609,1.18691,14.5467,9.22401,1.06744,12.5447,10.5898,1.80415,12.4057,10.8353,1.20873
12.9306,11.7176,1.42925,14.9999,10.1853,1.13023,12.1896,11.973,1.82336,13.0709,11.9063,1.37196
12.8998,12.7649,1.38779,15.3919,11.1732,1.19302,11.73,13.0317,1.94062,13.4423,12.6161,1.14276
13.0059,13.7846,1.35852,15.7212,12.1837,1.25581,11.1581,14.5902,1.91629,13.3893,13.4766,1.27637
13.1998,14.7531,1.36046,15.9864,13.2128,1.3186,10.4585,15.979,2.0092,13.2078,14.9441,1.30971
13.427,15.8514,1.55598,16.1865,14.2566,1.38139,9.86833,17.409,1.96901,13.1047,15.7682,1.44482
13.4703,16.8641,1.56482,16.3207,15.3109,1.44418,9.30472,18.8976,1.9279,13.1523,17.2332,1.76635
13.3515,17.9663,1.52487,16.3885,16.3715,1.50697,8.64686,20.0308,2.05405,12.8643,18.0485,1.40349
13.3378,18.9834,1.43159,16.3896,17.4343,1.56976,7.8435,21.5769,2.03792,13.2716,19.2858,1.47476
13.3508,20.0942,1.44541,16.324,18.4951,1.63255,7.06503,23.1313,2.01671,13.5379,20.2993,1.39977
13.4581,21.1318,1.4707,16.1919,19.5496,1.69534,6.16362,24.3463,2.16737,13.6047,21.2049,1.28245
13.3435,22.2569,1.69833,15.994,20.5938,1.75813,5.26336,25.8225,2.11676,13.8574,22.2053,1.48415
13.1071,23.3916,1.69434,15.7309,21.6236,1.82092,4.48373,27.3798,2.02477,13.4301,23.6812,1.64089
12.8438,24.4048,1.87467,15.4038,22.6347,1.88372,3.90302,28.6466,2.00927,12.8945,24.7485,1.6961
12.4381,25.3929,2.06455,15.0138,23.6234,1.94651,3.3387,29.4667,2.12865,12.315,25.7504,1.723
11.7765,26.3418,2.00806,14.5625,24.5856,2.0093,2.57072,30.5443,2.18525,12.464,26.4294,1.76256
11.3309,27.3022,2.01369,14.0518,25.5177,2.07209,1.83121,31.634,2.18655,12.266,27.2981,1.77978
10.9757,28.2738,2.07682,13.4836,26.4158,2.13488,1.23504,32.6416,2.15691,11.6107,28.2685,1.79408
10.4505,29.3721,2.28761,12.8602,27.2765,2.19767,0.852963,33.7598,2.01876,11.3899,29.3895,2.06778
9.90184,30.3826,2.36616,12.1839,28.0964,2.26046,0.84073,34.4393,1.92868,10.3842,30.2784,2.0501
9.00447,31.0825,2.53261,11.4576,28.8723,2.32325,0.910469,35.0969,1.8366,9.74184,31.2504,2.33387
7.97153,31.4619,2.66734,10.684,29.601,2.38604,1.13243,35.0906,1.84571,8.53092,31.653,2.31074
6.97203,31.9191,2.7447,9.86618,30.2798,2.44883,1.24102,34.8916,1.94463,7.07248,32.1329,2.45574
5.82632,32.0925,2.69107,9.0074,30.9059,2.51162,1.10391,34.5103,2.20198,5.64,32.282,2.40007
4.78692,32.5955,2.82027,8.11102,31.4769,2.57441,0.818908,34.5452,2.37091,4.98372,32.6487,2.46379
3.53017,32.8899,3.12418,7.18058,31.9905,2.6372,0.421798,34.5593,2.55799,3.59051,33.1872,2.84665
2.6392,32.8929,3.09529,6.21975,32.4447,2.69999,-0.176721,34.1209,2.96223,2.66896,32.7533,2.8801
1.58363,33.0327,-3.10738,5.2323,32.8378,2.76278,-4.37562,35.2655,2.91355,3.9353,32.2519,-2.09973
LLT failed !!!!
